Emotion,Mood_Intensity,Sleep_Quality,Feedback,Age,Gender,Time_of_Day,Location,Weather,Activity,Frequency
Relaxed,2,9,4,36,Female,Afternoon,Home,Rainy,Exercising,5.637442266
Happy,5,9,4,47,Male,Evening,Work,Rainy,Socializing,6.676485916
Relaxed,3,5,3,22,Male,Afternoon,Public Space,Rainy,Socializing,5.894851643
Stressed,5,9,5,57,Male,Evening,Outdoors,Cloudy,Exercising,4.679564334
Anxious,5,2,1,54,Female,Night,Outdoors,Cloudy,Socializing,4.109147738
Stressed,1,7,4,19,Male,Morning,Work,Sunny,Working,5.104055473
Relaxed,4,9,4,25,Female,Morning,Home,Snowy,Exercising,6.249851221
Stressed,2,6,2,33,Female,Night,Home,Snowy,Exercising,4.802072145
Stressed,2,7,3,38,Male,Morning,Work,Sunny,Exercising,4.803897106
Sad,2,4,3,43,Female,Morning,Public Space,Cloudy,Socializing,5.030701179
Stressed,5,2,5,26,Male,Afternoon,Outdoors,Snowy,Relaxing,4.754008547
Happy,4,1,4,44,Female,Night,Public Space,Snowy,Socializing,6.779991848
Anxious,4,3,4,21,Male,Morning,Home,Sunny,Socializing,4.89475233
Stressed,4,5,5,52,Male,Evening,Home,Snowy,Relaxing,5.181921127
Happy,2,7,1,31,Male,Evening,Work,Sunny,Socializing,6.010701712
Relaxed,2,1,4,36,Female,Evening,Public Space,Sunny,Working,5.930000692
Happy,1,4,5,22,Male,Morning,Home,Cloudy,Relaxing,6.561214935
Stressed,4,4,4,19,Male,Afternoon,Public Space,Cloudy,Socializing,4.959694472
Sad,1,1,3,23,Male,Morning,Home,Sunny,Working,4.881134885
Anxious,3,4,4,40,Female,Morning,Public Space,Cloudy,Working,4.4874043
Relaxed,5,6,3,61,Female,Evening,Outdoors,Cloudy,Relaxing,5.945432188
Relaxed,4,4,4,41,Male,Morning,Work,Rainy,Exercising,5.440724474
Sad,1,8,2,26,Male,Morning,Work,Cloudy,Relaxing,5.233930465
Stressed,2,5,4,52,Male,Afternoon,Home,Rainy,Socializing,4.67836335
Anxious,3,10,4,28,Male,Night,Work,Cloudy,Socializing,4.59917014
Anxious,4,1,4,61,Male,Evening,Home,Snowy,Relaxing,4.031595023
Stressed,5,4,2,60,Female,Night,Outdoors,Sunny,Exercising,4.773449717
Anxious,5,4,4,40,Female,Afternoon,Outdoors,Sunny,Socializing,4.715950339
Stressed,1,1,1,59,Male,Evening,Home,Snowy,Working,4.383710759
Anxious,2,5,1,49,Female,Afternoon,Outdoors,Snowy,Exercising,3.772603305
Anxious,5,5,2,24,Male,Night,Work,Cloudy,Exercising,4.065678026
Sad,1,10,2,29,Female,Night,Work,Rainy,Working,5.425646707
Relaxed,1,5,5,30,Male,Evening,Public Space,Sunny,Working,5.50837859
Stressed,2,6,1,22,Male,Night,Public Space,Rainy,Socializing,4.391450508
Relaxed,5,6,1,58,Male,Morning,Outdoors,Rainy,Relaxing,5.598007655
Relaxed,1,4,5,20,Male,Morning,Outdoors,Rainy,Working,5.589018765
Relaxed,4,5,3,23,Male,Afternoon,Work,Snowy,Working,6.16187155
Stressed,2,2,4,58,Female,Afternoon,Public Space,Rainy,Exercising,4.277236671
Relaxed,3,5,1,37,Male,Night,Outdoors,Rainy,Working,5.559413316
Relaxed,4,6,4,41,Male,Morning,Outdoors,Cloudy,Working,6.181700157
Anxious,4,1,5,48,Female,Morning,Public Space,Sunny,Working,4.179741618
Happy,3,5,5,56,Male,Evening,Outdoors,Snowy,Socializing,6.634034263
Stressed,1,10,1,49,Female,Morning,Outdoors,Snowy,Working,5.001153841
Sad,1,1,1,60,Male,Afternoon,Home,Cloudy,Relaxing,4.714571618
Anxious,2,3,1,30,Female,Afternoon,Outdoors,Rainy,Socializing,3.662491449
Sad,5,3,2,22,Male,Evening,Public Space,Rainy,Socializing,4.921014562
Sad,3,5,1,35,Male,Night,Public Space,Sunny,Working,5.642434525
Stressed,4,7,5,31,Male,Afternoon,Public Space,Cloudy,Socializing,5.325391064
Relaxed,3,9,4,38,Female,Morning,Home,Rainy,Socializing,5.670360735
Happy,4,6,1,47,Male,Night,Outdoors,Cloudy,Working,5.868248361
Sad,2,9,5,37,Female,Night,Home,Cloudy,Working,5.166492529
Sad,2,6,2,64,Female,Evening,Home,Cloudy,Socializing,4.998563743
Anxious,2,5,1,49,Male,Evening,Public Space,Cloudy,Exercising,4.57873688
Stressed,4,1,5,63,Female,Morning,Home,Sunny,Socializing,4.435693438
Relaxed,3,5,5,58,Male,Morning,Work,Sunny,Socializing,6.179409971
Anxious,4,10,2,61,Female,Evening,Public Space,Sunny,Exercising,3.970831029
Relaxed,1,3,2,27,Male,Afternoon,Work,Rainy,Working,5.452876068
Stressed,4,6,2,62,Male,Morning,Work,Sunny,Exercising,4.953692268
Relaxed,3,2,2,48,Female,Night,Outdoors,Rainy,Working,5.952275308
Stressed,2,3,1,55,Male,Afternoon,Public Space,Snowy,Relaxing,4.443002477
Relaxed,5,6,1,23,Female,Morning,Outdoors,Snowy,Relaxing,5.7910062
Sad,2,9,1,52,Female,Morning,Outdoors,Rainy,Relaxing,4.760645746
Relaxed,5,2,5,59,Female,Evening,Work,Rainy,Exercising,5.521475425
Stressed,5,8,5,61,Female,Afternoon,Work,Rainy,Working,5.38950091
Happy,2,1,3,31,Male,Evening,Outdoors,Cloudy,Working,6.064313844
Stressed,1,10,1,43,Female,Night,Work,Rainy,Exercising,5.142714382
Relaxed,2,8,3,45,Female,Night,Work,Rainy,Socializing,5.939204826
Relaxed,2,1,5,27,Male,Evening,Work,Sunny,Socializing,5.776519191
Relaxed,4,3,2,31,Male,Night,Public Space,Cloudy,Exercising,5.849686399
Happy,1,7,1,60,Male,Morning,Public Space,Snowy,Socializing,5.821461885
Happy,1,4,1,29,Male,Afternoon,Outdoors,Snowy,Relaxing,5.988355972
Happy,1,9,3,31,Female,Afternoon,Outdoors,Sunny,Socializing,6.730822779
Happy,5,8,1,46,Female,Night,Outdoors,Rainy,Working,6.339863001
Happy,5,5,3,31,Female,Night,Work,Cloudy,Working,6.384437469
Happy,5,3,1,42,Female,Afternoon,Public Space,Snowy,Working,5.829409854
Happy,4,6,5,28,Male,Night,Outdoors,Cloudy,Socializing,6.143310388
Anxious,3,3,2,43,Male,Morning,Home,Cloudy,Socializing,3.825874337
Sad,4,5,1,47,Male,Morning,Work,Rainy,Exercising,5.473546963
Sad,3,4,2,29,Female,Morning,Work,Cloudy,Working,5.351594033
Anxious,5,9,2,54,Male,Morning,Home,Sunny,Relaxing,4.387735286
Anxious,4,2,1,21,Female,Night,Outdoors,Rainy,Relaxing,4.55693005
Anxious,2,10,1,24,Male,Afternoon,Outdoors,Sunny,Working,4.378959151
Stressed,5,3,3,30,Male,Evening,Public Space,Rainy,Relaxing,5.29903786
Sad,4,9,3,32,Male,Afternoon,Public Space,Snowy,Socializing,5.350619365
Happy,4,3,5,57,Male,Afternoon,Public Space,Rainy,Working,6.48897427
Stressed,2,6,5,47,Male,Night,Outdoors,Cloudy,Exercising,5.056831589
Relaxed,1,2,5,42,Male,Night,Work,Sunny,Socializing,5.745413837
Stressed,4,7,5,63,Female,Evening,Outdoors,Cloudy,Exercising,5.2158096
Happy,5,2,2,50,Female,Afternoon,Home,Cloudy,Working,6.687981425
Sad,4,1,4,56,Male,Afternoon,Public Space,Rainy,Working,5.086187735
Sad,3,1,3,28,Male,Afternoon,Home,Sunny,Socializing,5.39451444
Anxious,2,6,4,62,Female,Afternoon,Public Space,Sunny,Socializing,4.774444802
Sad,1,5,1,42,Female,Evening,Home,Snowy,Exercising,4.747255205
Stressed,3,6,2,32,Male,Night,Home,Sunny,Relaxing,4.939081077
Happy,1,4,2,62,Male,Afternoon,Home,Sunny,Socializing,5.962275576
Sad,5,5,3,22,Male,Morning,Home,Sunny,Exercising,5.814750244
Stressed,1,5,2,47,Male,Evening,Outdoors,Rainy,Relaxing,5.083039693
Happy,1,2,1,37,Female,Evening,Public Space,Cloudy,Working,6.538243983
Anxious,1,1,5,60,Female,Afternoon,Outdoors,Sunny,Working,4.515826425
Stressed,4,4,3,61,Female,Evening,Home,Rainy,Working,5.188580213
Happy,4,4,5,48,Female,Night,Outdoors,Sunny,Working,6.919132373
Relaxed,2,5,5,26,Male,Morning,Outdoors,Snowy,Exercising,6.197875573
Sad,2,2,1,50,Female,Afternoon,Work,Rainy,Exercising,5.288819336
Relaxed,2,2,1,53,Female,Afternoon,Home,Snowy,Working,5.107982164
Sad,3,2,2,59,Female,Evening,Work,Rainy,Socializing,5.142070042
Relaxed,1,9,2,56,Female,Night,Work,Snowy,Exercising,5.854009834
Stressed,1,1,4,55,Female,Night,Public Space,Rainy,Working,4.255235382
Stressed,5,1,3,24,Male,Evening,Public Space,Cloudy,Working,4.605870878
Sad,1,8,4,60,Male,Evening,Home,Rainy,Socializing,5.309159123
Relaxed,1,9,2,35,Female,Night,Work,Sunny,Socializing,5.721648864
Happy,5,9,1,29,Male,Evening,Public Space,Cloudy,Relaxing,6.335403111
Sad,1,4,2,28,Male,Night,Public Space,Rainy,Socializing,5.658288928
Stressed,3,5,4,33,Female,Afternoon,Work,Snowy,Socializing,4.475587771
Sad,3,9,3,56,Male,Afternoon,Outdoors,Snowy,Relaxing,4.994593607
Sad,2,1,3,29,Female,Afternoon,Work,Rainy,Relaxing,5.196632179
Stressed,3,2,4,23,Male,Morning,Work,Snowy,Relaxing,4.420047893
Sad,5,4,4,31,Male,Morning,Work,Snowy,Exercising,5.478875876
Stressed,5,8,2,61,Female,Night,Work,Snowy,Relaxing,4.926430409
Happy,2,5,5,42,Female,Night,Outdoors,Sunny,Exercising,6.051001609
Relaxed,2,6,5,52,Male,Night,Public Space,Rainy,Socializing,6.220180765
Relaxed,3,3,3,36,Male,Afternoon,Public Space,Cloudy,Exercising,5.911871289
Sad,4,6,4,58,Male,Night,Work,Rainy,Relaxing,4.97798073
Sad,3,3,4,44,Male,Morning,Home,Cloudy,Working,5.406046376
Happy,1,2,4,25,Female,Evening,Work,Rainy,Relaxing,6.342484541
Anxious,1,3,3,52,Male,Night,Public Space,Sunny,Relaxing,4.500197555
Stressed,4,9,3,30,Female,Afternoon,Outdoors,Snowy,Working,4.6892794
Sad,5,5,1,32,Female,Evening,Outdoors,Cloudy,Exercising,5.527872244
Relaxed,5,4,4,47,Female,Evening,Work,Snowy,Exercising,5.957630842
Stressed,4,10,1,30,Male,Evening,Outdoors,Rainy,Exercising,5.232585379
Happy,1,6,2,32,Male,Night,Public Space,Rainy,Relaxing,5.76102371
Stressed,4,6,1,52,Male,Night,Work,Snowy,Socializing,4.740930334
Relaxed,1,1,4,47,Female,Morning,Public Space,Rainy,Exercising,5.214557436
Anxious,4,3,4,25,Female,Morning,Public Space,Cloudy,Socializing,4.433548752
Happy,1,8,1,52,Male,Morning,Home,Sunny,Working,5.679520725
Relaxed,5,7,1,20,Female,Afternoon,Work,Rainy,Relaxing,6.021845052
Stressed,1,6,1,52,Male,Evening,Outdoors,Snowy,Exercising,4.898432064
Happy,1,1,3,31,Male,Morning,Home,Snowy,Working,5.684284086
Relaxed,5,3,1,49,Male,Morning,Outdoors,Rainy,Socializing,5.608921646
Relaxed,4,9,2,63,Female,Evening,Home,Cloudy,Exercising,5.732734056
Happy,2,3,3,37,Female,Afternoon,Outdoors,Rainy,Relaxing,6.094542936
Relaxed,4,9,2,50,Female,Morning,Work,Cloudy,Socializing,5.702802217
Stressed,5,7,4,58,Female,Evening,Public Space,Cloudy,Relaxing,4.97533189
Anxious,3,6,1,35,Female,Night,Outdoors,Cloudy,Working,4.508086352
Stressed,5,6,4,32,Male,Evening,Work,Rainy,Exercising,5.012772743
Stressed,1,2,3,18,Male,Night,Home,Cloudy,Exercising,4.383518878
Happy,1,1,3,56,Female,Night,Public Space,Rainy,Exercising,5.823933227
Stressed,5,10,1,23,Male,Night,Outdoors,Sunny,Socializing,5.203337376
Relaxed,5,7,5,28,Female,Afternoon,Public Space,Rainy,Relaxing,5.880795604
Anxious,1,1,5,41,Male,Evening,Public Space,Cloudy,Socializing,4.344822787
Stressed,4,10,3,41,Male,Afternoon,Work,Cloudy,Exercising,4.993940135
Relaxed,5,10,5,51,Female,Afternoon,Public Space,Cloudy,Working,5.974977781
Sad,3,2,5,20,Female,Afternoon,Public Space,Snowy,Exercising,5.553820746
Relaxed,5,1,1,33,Female,Night,Work,Sunny,Relaxing,6.203126223
Relaxed,2,3,3,48,Male,Night,Work,Cloudy,Relaxing,5.810525944
Relaxed,5,8,2,43,Female,Morning,Public Space,Cloudy,Exercising,5.531347085
Relaxed,2,9,3,49,Male,Evening,Home,Sunny,Working,6.075182503
Relaxed,4,7,2,39,Female,Evening,Public Space,Cloudy,Working,5.730506539
Stressed,4,10,4,43,Male,Night,Work,Rainy,Socializing,4.970855163
Relaxed,2,7,1,31,Female,Evening,Outdoors,Cloudy,Relaxing,5.934322677
Stressed,3,6,2,52,Male,Afternoon,Work,Cloudy,Exercising,4.780710772
Happy,3,8,2,57,Female,Morning,Public Space,Rainy,Exercising,6.18400948
Anxious,1,4,2,29,Male,Morning,Work,Snowy,Relaxing,4.095337815
Happy,1,9,5,31,Male,Morning,Work,Sunny,Working,6.232398941
Anxious,3,8,1,34,Male,Night,Home,Sunny,Working,4.467795279
Stressed,5,7,3,56,Female,Night,Work,Sunny,Socializing,5.290551196
Anxious,2,5,2,47,Female,Evening,Home,Snowy,Exercising,4.697584068
Anxious,5,6,1,28,Female,Evening,Public Space,Cloudy,Socializing,3.951422626
Stressed,4,2,5,59,Male,Morning,Outdoors,Cloudy,Exercising,4.578531779
Stressed,3,6,5,24,Female,Night,Home,Cloudy,Relaxing,5.400395668
Relaxed,5,8,5,20,Female,Afternoon,Work,Snowy,Exercising,6.362665194
Sad,4,7,1,32,Female,Morning,Work,Snowy,Relaxing,5.148740447
Relaxed,3,10,5,57,Male,Morning,Public Space,Sunny,Working,6.137300978
Happy,5,3,5,58,Female,Morning,Work,Sunny,Relaxing,6.229191994
Relaxed,4,2,4,46,Male,Afternoon,Outdoors,Rainy,Working,5.342471823
Happy,5,2,3,53,Female,Afternoon,Work,Cloudy,Exercising,6.133384311
Relaxed,1,4,4,61,Male,Afternoon,Outdoors,Cloudy,Working,5.211495891
Sad,3,10,3,26,Female,Morning,Home,Snowy,Relaxing,5.512313027
Stressed,5,5,2,61,Female,Evening,Public Space,Cloudy,Exercising,4.700855462
Relaxed,5,7,3,35,Male,Evening,Work,Cloudy,Socializing,6.243077862
Happy,2,7,1,26,Male,Afternoon,Outdoors,Rainy,Relaxing,5.880697901
Relaxed,3,4,2,53,Male,Evening,Outdoors,Snowy,Exercising,5.26915154
Stressed,5,1,1,57,Female,Morning,Home,Sunny,Exercising,4.638801777
Anxious,3,1,4,21,Female,Night,Public Space,Sunny,Exercising,4.775633883
Happy,3,9,4,56,Female,Morning,Outdoors,Snowy,Socializing,6.236710039
Sad,2,10,5,52,Male,Evening,Public Space,Snowy,Relaxing,5.705705868
Anxious,5,2,3,61,Female,Evening,Public Space,Rainy,Relaxing,4.370769663
Relaxed,4,4,2,53,Male,Morning,Work,Cloudy,Exercising,5.447033832
Happy,3,4,3,25,Female,Night,Public Space,Sunny,Exercising,6.313201715
Relaxed,3,3,4,60,Male,Night,Home,Sunny,Socializing,6.255375732
Sad,1,1,1,23,Female,Morning,Work,Cloudy,Socializing,4.757167019
Stressed,4,9,5,34,Female,Morning,Outdoors,Snowy,Working,4.750144729
Relaxed,4,4,5,31,Female,Afternoon,Outdoors,Cloudy,Socializing,5.614047768
Anxious,2,7,5,24,Male,Evening,Home,Snowy,Relaxing,4.103083121
Sad,1,1,5,56,Male,Afternoon,Outdoors,Sunny,Relaxing,5.279519716
Sad,2,6,3,52,Female,Evening,Work,Rainy,Socializing,5.470984625
Relaxed,2,2,4,38,Female,Morning,Home,Snowy,Working,6.009502402
Relaxed,5,3,5,63,Female,Evening,Work,Cloudy,Working,5.720978887
Happy,2,5,1,46,Male,Night,Outdoors,Sunny,Working,6.114521449
Anxious,5,7,5,19,Female,Afternoon,Home,Snowy,Working,5.033849508
Stressed,1,7,5,48,Male,Morning,Outdoors,Rainy,Working,4.811729908
Relaxed,5,8,4,51,Female,Night,Work,Snowy,Relaxing,5.685954537
Sad,1,10,2,18,Male,Afternoon,Work,Snowy,Working,5.093362519
Sad,1,7,5,29,Male,Night,Work,Snowy,Exercising,5.251824736
Happy,2,4,4,61,Male,Morning,Outdoors,Snowy,Relaxing,6.03444184
Happy,1,3,1,47,Female,Night,Outdoors,Sunny,Exercising,6.497065169
Relaxed,2,6,5,40,Female,Evening,Public Space,Rainy,Socializing,5.815032411
Relaxed,1,4,1,56,Male,Evening,Outdoors,Cloudy,Relaxing,5.593146556
Anxious,3,3,5,55,Male,Afternoon,Public Space,Snowy,Exercising,3.967507915
Relaxed,1,10,4,58,Male,Evening,Public Space,Rainy,Exercising,5.392325339
Anxious,2,1,2,33,Female,Afternoon,Outdoors,Snowy,Exercising,3.695457401
Anxious,2,3,1,35,Male,Night,Public Space,Snowy,Working,3.802736776
Stressed,2,9,3,50,Female,Night,Work,Snowy,Exercising,4.664015839
Sad,1,4,4,47,Female,Evening,Home,Snowy,Working,4.946654654
Anxious,1,9,2,40,Male,Night,Public Space,Snowy,Working,3.923066131
Relaxed,2,7,3,27,Female,Afternoon,Public Space,Sunny,Relaxing,5.362239368
Sad,4,10,3,28,Male,Night,Home,Snowy,Working,5.656210332
Anxious,5,9,5,39,Male,Morning,Public Space,Rainy,Working,4.85040367
Happy,2,3,1,36,Male,Night,Public Space,Sunny,Working,5.806639661
Stressed,2,5,1,36,Male,Morning,Outdoors,Cloudy,Working,5.029540384
Relaxed,2,5,3,57,Female,Morning,Home,Cloudy,Working,5.58163366
Anxious,3,10,3,29,Female,Afternoon,Outdoors,Cloudy,Exercising,3.993509447
Happy,2,5,3,64,Male,Afternoon,Public Space,Cloudy,Socializing,6.021892886
Stressed,3,7,4,25,Male,Evening,Work,Snowy,Relaxing,5.008066833
Stressed,1,9,2,61,Female,Afternoon,Public Space,Sunny,Socializing,5.160266897
Stressed,3,4,3,24,Female,Morning,Outdoors,Cloudy,Exercising,4.644097697
Stressed,3,5,5,31,Female,Evening,Work,Rainy,Socializing,5.153966839
Happy,1,3,4,32,Female,Night,Outdoors,Cloudy,Working,6.537194085
Stressed,1,7,5,43,Female,Morning,Outdoors,Cloudy,Working,4.904225116
Relaxed,5,2,2,61,Female,Morning,Public Space,Snowy,Working,5.751152687
Relaxed,2,3,3,41,Male,Evening,Home,Snowy,Exercising,6.151237812
Anxious,1,6,2,35,Female,Evening,Outdoors,Rainy,Socializing,3.735188645
Relaxed,5,6,3,24,Female,Afternoon,Outdoors,Rainy,Relaxing,6.463547296
Relaxed,2,4,3,38,Female,Morning,Home,Cloudy,Socializing,5.490089935
Relaxed,5,9,4,60,Female,Night,Work,Sunny,Relaxing,6.139086326
Sad,5,5,5,23,Male,Afternoon,Public Space,Snowy,Exercising,5.830614505
Sad,1,5,1,34,Female,Afternoon,Public Space,Snowy,Exercising,5.322026355
Sad,5,2,1,64,Male,Evening,Home,Rainy,Working,5.185166717
Anxious,1,7,1,56,Female,Afternoon,Home,Snowy,Exercising,4.266379189
Relaxed,1,10,1,42,Male,Night,Home,Rainy,Socializing,6.189164042
Relaxed,5,4,4,56,Male,Evening,Home,Sunny,Socializing,5.445078985
Sad,1,1,4,49,Male,Night,Work,Rainy,Working,4.866708225
Anxious,2,9,4,25,Female,Evening,Public Space,Sunny,Relaxing,4.110672214
Happy,2,4,3,26,Female,Morning,Work,Rainy,Working,6.263419429
Anxious,4,7,1,54,Male,Morning,Work,Sunny,Working,4.507344354
Anxious,4,4,5,33,Male,Morning,Outdoors,Rainy,Relaxing,4.779683746
Anxious,3,2,5,50,Female,Afternoon,Work,Snowy,Socializing,4.267687447
Relaxed,2,1,4,59,Male,Evening,Home,Cloudy,Relaxing,5.282481593
Stressed,3,9,5,46,Female,Morning,Home,Sunny,Socializing,4.827768211
Stressed,5,3,5,36,Female,Evening,Outdoors,Snowy,Socializing,4.731869967
Relaxed,4,4,1,37,Female,Evening,Outdoors,Cloudy,Relaxing,6.152392118
Happy,5,4,5,33,Female,Morning,Public Space,Sunny,Exercising,6.913363038
Anxious,4,5,2,45,Male,Afternoon,Home,Snowy,Working,4.211431688
Relaxed,1,10,1,27,Female,Afternoon,Home,Cloudy,Exercising,5.440893935
Relaxed,3,7,2,63,Male,Morning,Home,Sunny,Socializing,5.566361252
Relaxed,1,6,3,22,Female,Evening,Home,Cloudy,Relaxing,5.750727673
Sad,3,8,5,23,Male,Afternoon,Home,Sunny,Working,5.637304548
Happy,2,3,5,44,Male,Afternoon,Public Space,Cloudy,Relaxing,6.230746637
Happy,1,9,2,26,Male,Evening,Home,Rainy,Working,6.317569592
Stressed,3,9,2,48,Male,Morning,Public Space,Snowy,Relaxing,4.875329706
Sad,1,4,1,50,Female,Evening,Outdoors,Cloudy,Socializing,4.636786714
Sad,2,4,3,30,Female,Night,Outdoors,Cloudy,Socializing,5.038132634
Happy,1,5,5,31,Male,Afternoon,Outdoors,Snowy,Working,6.835495976
Happy,1,2,4,23,Male,Evening,Home,Rainy,Exercising,5.864533855
Relaxed,5,9,3,32,Female,Morning,Work,Snowy,Relaxing,5.884306757
Relaxed,1,6,3,46,Female,Morning,Outdoors,Rainy,Working,6.008090403
Sad,5,8,2,45,Female,Afternoon,Home,Sunny,Relaxing,5.091019267
Anxious,3,5,4,45,Male,Evening,Public Space,Cloudy,Working,4.76818679
Stressed,3,8,5,62,Female,Evening,Public Space,Cloudy,Relaxing,4.901529335
Sad,1,6,3,23,Female,Morning,Work,Cloudy,Socializing,5.759096904
Happy,5,9,2,25,Female,Morning,Public Space,Rainy,Relaxing,6.166845568
Stressed,4,10,5,38,Female,Morning,Public Space,Snowy,Working,4.909371057
Anxious,4,1,2,43,Female,Afternoon,Work,Sunny,Socializing,3.774735354
Happy,4,1,1,24,Male,Afternoon,Outdoors,Cloudy,Working,6.161505196
Stressed,1,5,5,37,Male,Night,Home,Snowy,Exercising,4.90963937
Sad,3,5,4,41,Male,Night,Work,Snowy,Relaxing,5.584524094
Anxious,2,6,3,33,Male,Evening,Outdoors,Snowy,Socializing,4.190146072
Happy,3,2,1,37,Female,Evening,Outdoors,Cloudy,Socializing,6.390304554
Stressed,5,1,4,18,Male,Night,Public Space,Sunny,Exercising,4.590407524
Anxious,2,3,2,62,Male,Evening,Outdoors,Snowy,Exercising,4.088782425
Happy,4,10,1,38,Male,Afternoon,Public Space,Cloudy,Working,6.28680713
Relaxed,2,1,2,40,Female,Afternoon,Public Space,Snowy,Relaxing,6.074681569
Relaxed,2,5,5,23,Male,Morning,Outdoors,Snowy,Working,6.154469865
Sad,5,7,5,50,Male,Night,Home,Snowy,Working,5.970426228
Anxious,1,8,3,25,Female,Morning,Work,Sunny,Socializing,3.85024203
Stressed,5,9,3,18,Male,Morning,Home,Rainy,Working,4.880937918
Sad,5,2,3,25,Female,Evening,Home,Rainy,Working,5.537016339
Sad,4,5,4,59,Male,Afternoon,Home,Cloudy,Socializing,5.540436551
Happy,5,9,3,23,Male,Night,Home,Sunny,Relaxing,7.008521032
Stressed,5,3,3,44,Male,Afternoon,Home,Cloudy,Exercising,5.351914205
Sad,4,6,2,52,Male,Evening,Public Space,Rainy,Socializing,4.82822585
Anxious,2,9,4,61,Male,Morning,Home,Sunny,Exercising,4.547252454
Happy,5,10,3,21,Female,Evening,Outdoors,Snowy,Exercising,6.839660553
Anxious,3,7,4,21,Female,Morning,Outdoors,Rainy,Working,4.014420584
Anxious,3,2,2,33,Female,Night,Work,Cloudy,Exercising,3.824027413
Sad,5,4,5,45,Male,Afternoon,Public Space,Cloudy,Socializing,5.143422343
Sad,4,1,4,40,Female,Morning,Work,Cloudy,Working,5.595123677
Stressed,1,4,4,50,Male,Morning,Home,Rainy,Relaxing,4.575269613
Anxious,3,7,5,60,Female,Night,Public Space,Rainy,Socializing,3.962778038
Anxious,2,4,2,52,Male,Evening,Work,Sunny,Working,4.386593354
Sad,4,2,5,24,Female,Evening,Work,Snowy,Exercising,5.929599956
Happy,5,1,2,22,Female,Afternoon,Home,Rainy,Exercising,5.94197827
Anxious,2,2,5,43,Male,Night,Outdoors,Snowy,Exercising,4.409712537
Happy,2,7,4,62,Female,Afternoon,Public Space,Rainy,Exercising,6.379059766
Relaxed,5,4,3,19,Male,Night,Work,Cloudy,Relaxing,5.691110352
Happy,5,8,5,43,Female,Morning,Work,Rainy,Working,6.794913149
Anxious,5,5,1,25,Female,Afternoon,Outdoors,Cloudy,Exercising,4.733517327
Stressed,3,8,3,56,Female,Evening,Outdoors,Sunny,Exercising,4.952250718
Stressed,3,3,2,40,Female,Night,Work,Rainy,Working,5.137026774
Relaxed,4,8,4,48,Female,Night,Public Space,Snowy,Relaxing,6.20610666
Sad,5,5,1,30,Male,Morning,Home,Rainy,Relaxing,5.137288687
Relaxed,1,3,2,29,Male,Evening,Home,Sunny,Socializing,5.868070705
Stressed,3,10,1,20,Male,Afternoon,Outdoors,Snowy,Socializing,4.72797797
Anxious,1,3,3,34,Male,Afternoon,Public Space,Cloudy,Relaxing,3.961459062
Relaxed,2,2,2,64,Female,Morning,Outdoors,Rainy,Socializing,5.377035784
Stressed,5,3,1,57,Female,Evening,Work,Snowy,Exercising,4.578585956
Relaxed,3,8,4,63,Male,Afternoon,Outdoors,Rainy,Relaxing,6.143989449
Sad,3,3,4,18,Female,Evening,Outdoors,Rainy,Working,5.032876462
Happy,3,1,5,39,Female,Afternoon,Home,Rainy,Exercising,6.4046796
Stressed,5,9,5,29,Male,Night,Public Space,Snowy,Relaxing,5.576744313
Relaxed,4,7,1,46,Female,Evening,Home,Cloudy,Working,5.46419268
Sad,4,1,1,57,Female,Morning,Public Space,Sunny,Relaxing,5.379940195
Happy,4,10,5,20,Male,Evening,Home,Sunny,Socializing,6.19267261
Sad,5,5,5,23,Female,Evening,Work,Sunny,Socializing,5.931519362
Stressed,5,1,3,54,Male,Night,Home,Sunny,Working,5.058201421
Anxious,5,9,5,44,Male,Morning,Outdoors,Snowy,Exercising,4.618315921
Stressed,5,3,4,21,Female,Night,Work,Rainy,Working,4.932160883
Stressed,2,2,5,61,Female,Evening,Home,Sunny,Relaxing,4.277561463
Happy,1,2,5,20,Female,Evening,Home,Rainy,Socializing,6.675275298
Sad,5,7,3,23,Male,Night,Public Space,Cloudy,Socializing,5.649316826
Anxious,4,4,4,22,Male,Morning,Home,Cloudy,Socializing,4.130072823
Relaxed,2,10,1,29,Female,Night,Work,Rainy,Socializing,5.509237177
Happy,3,8,5,50,Female,Evening,Outdoors,Cloudy,Relaxing,6.138318307
Relaxed,5,8,5,20,Female,Night,Public Space,Sunny,Relaxing,6.345251737
